bufferSize Network.nodeTx.traTx (#0 - General-0-20240516-22:33:41-4607),
47.460549619693,63
47.484541971637,63
47.484541971637,64
47.522416925743,64
47.722416925743,63
47.800251525779,62
47.800251525779,63
47.873274292303,63
47.873274292303,64
47.922416925743,64
47.937093152862,63
47.937093152862,64
47.939692927381,64
47.939692927381,65
48.064028005176,65
48.064028005176,66
48.087280507014,66
48.087280507014,67
48.103967971137,67
48.103967971137,68
48.122416925743,68
48.159251808202,67
48.159251808202,68
48.290349045018,68
48.290349045018,69
48.322416925743,69
48.337216692616,68
48.337216692616,69
48.441137256274,69
48.441137256274,70
48.50342018725,70
48.50342018725,71
48.522416925743,71
48.527612151727,70
48.527612151727,71
48.560133753525,71
48.560133753525,72
48.580769552885,72
48.580769552885,73
48.669148118488,73
48.669148118488,74
48.722416925743,74
48.833955735804,73
48.833955735804,74
48.922416925743,74
49.033359655932,73
49.033359655932,74
49.122416925743,74
49.170827651312,73
49.170827651312,74
49.183330910304,74
49.183330910304,75
49.295676960259,75
49.295676960259,76
49.322416925743,76
49.368529344532,75
49.368529344532,76
49.400949255881,76
49.400949255881,77
49.415113459361,77
49.415113459361,78
49.434339603445,78
49.434339603445,79
49.522416925743,79
49.560520870794,78
49.560520870794,79
49.682420805312,79
49.682420805312,80
49.722416925743,80
49.732848798637,79
49.732848798637,80
49.795052490545,80
49.795052490545,81
49.87839031461,81
49.87839031461,82
49.922416925743,82
50.061916654904,81
50.061916654904,82
50.082162531274,82
50.082162531274,83
50.105086963795,83
50.105086963795,84
50.120734540833,84
50.120734540833,85
50.122416925743,85
50.138761970791,84
50.138761970791,85
50.205716029877,85
50.205716029877,86
50.219050092204,86
50.219050092204,87
50.262995631253,87
50.262995631253,88
50.322416925743,88
50.391038066651,87
50.391038066651,88
50.522416925743,88
50.673101661493,87
50.673101661493,88
50.676194290649,88
50.676194290649,89
50.722416925743,89
50.821149768292,88
50.821149768292,89
50.922416925743,89
50.958584069734,88
50.958584069734,89
51.096680379301,89
51.096680379301,90
51.106397147138,90
51.106397147138,91
51.122416925743,91
51.322416925743,90
51.340446343204,89
51.340446343204,90
51.364966152468,90
51.364966152468,91
51.373677010794,91
51.373677010794,92
51.512008657409,92
51.512008657409,93
51.522416925743,93
51.592347833676,92
51.592347833676,93
51.722416925743,93
51.723910459506,92
51.723910459506,93
51.811731967378,93
51.811731967378,94
51.816400741742,94
51.816400741742,95
51.922416925743,95
52.122416925743,94
52.143250381824,93
52.143250381824,94
52.16671596675,94
52.16671596675,95
52.201267925121,95
52.201267925121,96
52.235083396605,96
52.235083396605,97
52.262636190309,97
52.262636190309,98
52.322416925743,98
52.375728038228,97
52.375728038228,98
52.386296755638,98
52.386296755638,99
52.392808042117,99
52.392808042117,100
52.394464651559,100
52.394464651559,101
52.475578753782,101
52.475578753782,102
52.522416925743,102
52.722416925743,101
52.740834605334,100
52.740834605334,101
52.741762907772,101
52.741762907772,102
52.852603883193,102
52.852603883193,103
52.922416925743,103
53.031602843641,102
53.031602843641,103
53.122416925743,103
53.185385715089,102
53.185385715089,103
53.322416925743,103
53.522416925743,102
53.600982824645,101
53.600982824645,102
53.634073812763,102
53.634073812763,103
53.722416925743,103
53.755642860099,102
53.755642860099,103
53.843930914595,103
53.843930914595,104
53.863975134104,104
53.863975134104,105
53.870584335173,105
53.870584335173,106
53.922416925743,106
53.942408983184,105
53.942408983184,106
54.008889758139,106
54.008889758139,107
54.095746331286,107
54.095746331286,108
54.122416925743,108
54.322416925743,107
54.475148709595,106
54.475148709595,107
