Size-Vector Network.queue0 (#0 - General-0-20240516-22:35:08-4722),
166.667741894108,0
167.106170555364,1
167.106170555364,0
167.206170555364,1
167.206170555364,0
167.33413645625,1
167.33413645625,0
167.722572831758,1
167.722572831758,0
167.822572831758,1
167.822572831758,0
167.922572831758,1
167.922572831758,0
168.02952084464,1
168.02952084464,0
168.328024187289,1
168.328024187289,0
168.428024187289,1
168.428024187289,0
168.762933238185,1
168.762933238185,0
169.232712846738,1
169.232712846738,0
169.608316045166,1
169.608316045166,0
169.894238700313,1
169.894238700313,0
169.994238700313,1
169.994238700313,0
170.094238700313,1
170.094238700313,0
170.194238700313,1
170.194238700313,0
170.294238700313,1
170.294238700313,0
170.394238700313,1
170.394238700313,0
170.494238700313,1
170.494238700313,0
170.594238700313,1
170.594238700313,0
171.013607805868,1
171.013607805868,0
171.129455312753,1
171.129455312753,0
171.229455312753,1
171.229455312753,0
171.329455312753,1
171.329455312753,0
171.597751008627,1
171.597751008627,0
171.751730829573,1
171.751730829573,0
172.399842981769,1
172.399842981769,0
172.499842981769,1
172.499842981769,0
172.725225865228,1
172.725225865228,0
173.127330327499,1
173.127330327499,0
173.296068070912,1
173.296068070912,0
173.396068070912,1
173.396068070912,0
173.496068070912,1
173.496068070912,0
173.657457151304,1
173.657457151304,0
174.193232076411,1
174.193232076411,0
174.293232076411,1
174.293232076411,0
174.452402868513,1
174.452402868513,0
174.667819741462,1
174.667819741462,0
174.801670829235,1
174.801670829235,0
175.602873036638,1
175.602873036638,0
175.702873036638,1
175.702873036638,0
175.910008321639,1
175.910008321639,0
176.07123544443,1
176.07123544443,0
176.17123544443,1
176.17123544443,0
176.462948256603,1
176.462948256603,0
176.603654557057,1
176.603654557057,0
176.806879147353,1
176.806879147353,0
176.985225218053,1
176.985225218053,0
177.085225218053,1
177.085225218053,0
177.220837343614,1
177.220837343614,0
177.320837343614,1
177.320837343614,0
177.54560758477,1
177.54560758477,0
177.807679861009,1
177.807679861009,0
177.907679861009,1
177.907679861009,0
178.082683173507,1
178.082683173507,0
178.182683173507,1
178.182683173507,0
178.282683173507,1
178.282683173507,0
178.382683173507,1
178.382683173507,0
178.482683173507,1
178.482683173507,0
179.163319334281,1
179.163319334281,0
179.263319334281,1
179.263319334281,0
179.363319334281,1
179.363319334281,0
179.463319334281,1
179.463319334281,0
179.879121996869,1
179.879121996869,0
180.095356524226,1
180.095356524226,0
180.291565779124,1
180.291565779124,0
180.391565779124,1
180.391565779124,0
180.491565779124,1
180.491565779124,0
181.071889966077,1
181.071889966077,0
181.606245388681,1
